id,created_at,auth_user_id,profile_id,action,old_payload,new_payload
49f8a8b6-c47d-47bc-b7fe-e0383d411cba,Mon Jan 26 2026 19:07:29 GMT-0400 (Horário Padrão do Amazonas),,3e50be95-0bb3-4b0f-b28c-cc979401bb00,UPDATE,[object Object],[object Object]
659c98ae-cdbf-4522-b088-489dd12a9f9a,Mon Jan 26 2026 19:16:30 GMT-0400 (Horário Padrão do Amazonas),,3e50be95-0bb3-4b0f-b28c-cc979401bb00,UPDATE,[object Object],[object Object]
3884c775-12ce-448b-9d6e-fa704204d71c,Mon Jan 26 2026 20:02:45 GMT-0400 (Horário Padrão do Amazonas),,3e50be95-0bb3-4b0f-b28c-cc979401bb00,UPDATE,[object Object],[object Object]
3872c1ac-6757-400d-ae57-7eec8f31f7df,Mon Jan 26 2026 20:34:50 GMT-0400 (Horário Padrão do Amazonas),,bea6b2b3-00d6-49d4-bca8-07d323d0218d,INSERT,,[object Object]
fc96e286-b72f-4757-a301-8b2ff840a003,Mon Jan 26 2026 20:34:51 GMT-0400 (Horário Padrão do Amazonas),,bea6b2b3-00d6-49d4-bca8-07d323d0218d,UPDATE,[object Object],[object Object]
ea65be1b-77db-412e-b847-8a918cda7549,Mon Jan 26 2026 20:35:25 GMT-0400 (Horário Padrão do Amazonas),,bea6b2b3-00d6-49d4-bca8-07d323d0218d,UPDATE,[object Object],[object Object]
8e678fa7-9e16-40cf-8bd7-dcba8c181b57,Tue Jan 27 2026 20:11:27 GMT-0400 (Horário Padrão do Amazonas),,bea6b2b3-00d6-49d4-bca8-07d323d0218d,UPDATE,[object Object],[object Object]
a487ef20-ea32-475a-8fde-46b8a541790a,Tue Jan 27 2026 20:11:30 GMT-0400 (Horário Padrão do Amazonas),,bea6b2b3-00d6-49d4-bca8-07d323d0218d,UPDATE,[object Object],[object Object]
25c33ce6-5d15-44bd-97db-39c843c7e1e2,Tue Jan 27 2026 20:34:51 GMT-0400 (Horário Padrão do Amazonas),,58655951-e7de-45cd-9ece-1327bae5d962,INSERT,,[object Object]
813e71b5-7e0a-42b2-91f0-da99d2bf32a9,Tue Jan 27 2026 20:34:52 GMT-0400 (Horário Padrão do Amazonas),,58655951-e7de-45cd-9ece-1327bae5d962,UPDATE,[object Object],[object Object]
a86a18bc-3277-42d6-96ca-c589c1f0ca7d,Mon Feb 16 2026 10:52:15 GMT-0400 (Horário Padrão do Amazonas),,a7820bc0-b20f-4c4b-b443-b202e133ff41,INSERT,,[object Object]
425470f0-f51f-4c74-b50a-69251f943a08,Mon Feb 16 2026 10:52:16 GMT-0400 (Horário Padrão do Amazonas),,ecfc025e-9487-43e3-9223-a6382d3a925e,INSERT,,[object Object]
e551f7cc-01d6-445e-b010-1ec62f0e4865,Mon Feb 16 2026 10:56:41 GMT-0400 (Horário Padrão do Amazonas),,3e9c4d3a-45dd-48ba-830f-776aa77479cd,INSERT,,[object Object]
0b6d7fc5-595a-4200-af01-ff8eb59a82d8,Mon Feb 16 2026 10:59:22 GMT-0400 (Horário Padrão do Amazonas),,eeddcc3a-95c1-4cf6-9b54-57f01300a1a9,INSERT,,[object Object]
3ef8caac-8207-4730-a22c-c4c1c181f59b,Mon Feb 16 2026 10:59:22 GMT-0400 (Horário Padrão do Amazonas),,f69b4827-ee79-4a3b-b944-a756738a70a5,INSERT,,[object Object]
ec810e66-ab73-4a34-941e-c1e908248a87,Mon Feb 16 2026 11:01:19 GMT-0400 (Horário Padrão do Amazonas),,7a6ef309-8039-4bbf-bb58-e23779744415,INSERT,,[object Object]
